Time (UTC),Open,High,Low,Close,Volume 
2024.01.02 08:40:00,2073.685,2074.178,2073.274,2073.735,0.1428
2024.01.02 08:45:00,2073.755,2073.854,2072.785,2072.835,0.08375
2024.01.02 08:50:00,2072.815,2073.115,2072.345,2072.895,0.0684
2024.01.02 08:55:00,2072.865,2073.565,2072.565,2073.235,0.05562
2024.01.02 09:00:00,2073.235,2074.425,2073.185,2074.075,0.06006
2024.01.02 09:05:00,2074.045,2074.915,2073.835,2074.855,0.05676
2024.01.02 09:10:00,2074.855,2075.465,2074.335,2074.475,0.06579
2024.01.02 09:15:00,2074.455,2075.475,2074.335,2074.855,0.06135
2024.01.02 09:20:00,2074.865,2075.508,2073.855,2074.035,0.10829
2024.01.02 09:25:00,2074.095,2074.885,2073.975,2074.615,0.10386
2024.01.02 09:30:00,2074.575,2076.555,2074.525,2076.555,0.18102
2024.01.02 09:35:00,2076.535,2078.765,2076.205,2078.385,0.08476
2024.01.02 09:40:00,2078.385,2078.385,2077.438,2078.235,0.11818
2024.01.02 09:45:00,2078.205,2078.825,2077.715,2077.995,0.08571
2024.01.02 09:50:00,2078.025,2078.335,2077.518,2078.075,0.07064
2024.01.02 09:55:00,2078.035,2078.215,2076.685,2076.945,0.04278
2024.01.02 10:00:00,2076.965,2077.675,2076.378,2076.398,0.08383
2024.01.02 10:05:00,2076.378,2076.915,2075.948,2076.705,0.09083
2024.01.02 10:10:00,2076.725,2076.725,2074.485,2074.875,0.13216
2024.01.02 10:15:00,2074.885,2075.255,2073.415,2073.535,0.04944
2024.01.02 10:20:00,2073.505,2075.125,2073.415,2074.555,0.11039
2024.01.02 10:25:00,2074.535,2075.285,2074.485,2074.565,0.09176
2024.01.02 10:30:00,2074.615,2076.025,2074.475,2075.575,0.08846
2024.01.02 10:35:00,2075.615,2075.695,2074.305,2074.935,0.11855
2024.01.02 10:40:00,2074.848,2075.555,2074.715,2075.545,0.08886
2024.01.02 10:45:00,2075.535,2076.455,2075.375,2076.345,0.25316
2024.01.02 10:50:00,2076.325,2076.345,2075.585,2075.845,0.18021
2024.01.02 10:55:00,2075.825,2076.255,2075.345,2075.925,0.05481
2024.01.02 11:00:00,2075.875,2076.115,2075.345,2075.405,0.18078
2024.01.02 11:05:00,2075.455,2076.035,2074.635,2074.635,0.07725
2024.01.02 11:10:00,2074.625,2075.055,2073.755,2073.925,0.28812
2024.01.02 11:15:00,2073.915,2074.155,2072.735,2073.515,0.37108
2024.01.02 11:20:00,2073.505,2075.795,2073.465,2075.755,0.15093
2024.01.02 11:25:00,2075.765,2075.765,2074.525,2074.935,0.04377
2024.01.02 11:30:00,2074.925,2074.925,2070.525,2070.925,0.10639
2024.01.02 11:35:00,2070.854,2071.595,2069.765,2070.085,0.08793
2024.01.02 11:40:00,2070.105,2070.195,2068.328,2068.725,0.14724
2024.01.02 11:45:00,2068.705,2069.935,2068.205,2069.635,0.09632
2024.01.02 11:50:00,2069.655,2070.245,2068.905,2069.025,0.09045
2024.01.02 11:55:00,2069.025,2069.405,2068.555,2069.145,0.07697
2024.01.02 12:00:00,2069.105,2069.405,2066.218,2066.885,0.23975
2024.01.02 12:05:00,2066.905,2067.605,2066.585,2067.375,0.10549
2024.01.02 12:10:00,2067.375,2067.925,2066.575,2066.685,0.07665
2024.01.02 12:15:00,2066.625,2067.025,2066.035,2066.385,0.0913
2024.01.02 12:20:00,2066.328,2066.985,2064.995,2066.385,0.10274
2024.01.02 12:25:00,2066.395,2066.795,2065.685,2065.885,0.18798
2024.01.02 12:30:00,2065.885,2067.995,2065.455,2067.725,0.11489
2024.01.02 12:35:00,2067.725,2068.205,2066.895,2067.295,0.06281
2024.01.02 12:40:00,2067.245,2068.265,2066.885,2067.125,0.05868
2024.01.02 12:45:00,2067.085,2067.775,2066.605,2067.755,0.12564
2024.01.02 12:50:00,2067.755,2067.865,2066.995,2067.845,0.09903
2024.01.02 12:55:00,2067.845,2068.045,2067.055,2067.845,0.05148
2024.01.02 13:00:00,2067.815,2068.695,2066.665,2067.355,0.2849
2024.01.02 13:05:00,2067.335,2067.375,2066.185,2066.615,0.09274
2024.01.02 13:10:00,2066.715,2066.915,2064.795,2065.535,0.11512
2024.01.02 13:15:00,2065.545,2066.565,2065.305,2066.215,0.11505
2024.01.02 13:20:00,2066.175,2068.408,2065.685,2068.408,0.21036
2024.01.02 13:25:00,2068.498,2068.598,2066.535,2066.955,0.46571
2024.01.02 13:30:00,2066.965,2070.965,2066.835,2069.325,0.44469
2024.01.02 13:35:00,2069.338,2070.035,2067.435,2068.595,0.47111
2024.01.02 13:40:00,2068.628,2069.645,2068.098,2069.645,0.21709
2024.01.02 13:45:00,2069.665,2069.675,2067.795,2067.825,0.09617
2024.01.02 13:50:00,2067.795,2067.925,2064.815,2066.875,0.16408
2024.01.02 13:55:00,2066.835,2067.155,2065.988,2066.158,0.18148
2024.01.02 14:00:00,2066.225,2066.995,2065.315,2066.035,0.21746
2024.01.02 14:05:00,2066.025,2067.165,2065.715,2065.995,0.24161
2024.01.02 14:10:00,2065.995,2066.305,2064.805,2065.255,0.25369
2024.01.02 14:15:00,2065.255,2066.345,2065.075,2065.545,0.09329
2024.01.02 14:20:00,2065.595,2066.455,2064.605,2065.905,0.08054
2024.01.02 14:25:00,2065.895,2067.778,2065.798,2065.805,0.33559
2024.01.02 14:30:00,2065.805,2068.775,2065.175,2068.745,0.39716
2024.01.02 14:35:00,2068.744,2069.958,2066.415,2066.798,0.66392
2024.01.02 14:40:00,2066.795,2067.205,2062.095,2065.695,0.29371
2024.01.02 14:45:00,2065.715,2069.335,2065.715,2066.675,0.74004
2024.01.02 14:50:00,2066.645,2070.295,2066.645,2069.318,0.57388
2024.01.02 14:55:00,2069.355,2070.295,2067.415,2070.295,0.49639
2024.01.02 15:00:00,2070.295,2070.595,2067.575,2067.915,0.45508
2024.01.02 15:05:00,2067.885,2068.995,2067.015,2067.315,0.19983
2024.01.02 15:10:00,2067.315,2068.025,2066.425,2067.125,0.15008
2024.01.02 15:15:00,2067.135,2067.695,2063.875,2065.055,0.19276
2024.01.02 15:20:00,2065.035,2065.775,2064.465,2064.715,0.14316
2024.01.02 15:25:00,2064.715,2065.405,2063.975,2064.785,0.14328
2024.01.02 15:30:00,2064.698,2065.195,2063.895,2064.015,0.1545
2024.01.02 15:35:00,2064.015,2064.185,2055.818,2057.425,0.30365
2024.01.02 15:40:00,2057.435,2060.328,2056.975,2058.775,0.27469
2024.01.02 15:45:00,2058.745,2059.635,2057.675,2058.295,0.17168
2024.01.02 15:50:00,2058.265,2058.915,2057.275,2057.985,0.1251
2024.01.02 15:55:00,2057.975,2059.295,2057.955,2059.265,0.11079
2024.01.02 16:00:00,2059.305,2060.455,2059.075,2060.025,0.19424
2024.01.02 16:05:00,2060.025,2065.535,2059.985,2065.445,0.44771
2024.01.02 16:10:00,2065.545,2067.515,2064.915,2066.265,0.21419
2024.01.02 16:15:00,2066.245,2066.395,2064.615,2065.025,0.12343
2024.01.02 16:20:00,2065.145,2066.425,2065.145,2066.315,0.10062
2024.01.02 16:25:00,2066.345,2066.915,2064.985,2065.365,0.09186
2024.01.02 16:30:00,2065.335,2065.525,2064.035,2064.535,0.09279
2024.01.02 16:35:00,2064.565,2065.515,2064.215,2064.705,0.07007
2024.01.02 16:40:00,2064.765,2065.275,2064.485,2064.945,0.05996
2024.01.02 16:45:00,2064.965,2066.605,2064.925,2065.775,0.04541
2024.01.02 16:50:00,2065.805,2066.835,2065.785,2066.125,0.05282
2024.01.02 16:55:00,2066.095,2066.555,2065.715,2066.005,0.05688
2024.01.02 17:00:00,2066.085,2066.865,2065.945,2066.345,0.05052
2024.01.02 17:05:00,2066.285,2066.515,2065.325,2065.605,0.04185
2024.01.02 17:10:00,2065.555,2066.205,2064.565,2064.645,0.07634
2024.01.02 17:15:00,2064.675,2064.865,2062.655,2063.295,0.08458
2024.01.02 17:20:00,2063.315,2063.915,2062.994,2063.595,0.05997
2024.01.02 17:25:00,2063.595,2064.505,2063.475,2063.925,0.04242
2024.01.02 17:30:00,2063.865,2065.055,2063.625,2064.345,0.04224
2024.01.02 17:35:00,2064.415,2065.095,2064.385,2064.965,0.03147
2024.01.02 17:40:00,2064.975,2065.065,2063.965,2064.575,0.03914
2024.01.02 17:45:00,2064.545,2064.575,2063.455,2063.865,0.21585
2024.01.02 17:50:00,2063.885,2063.985,2062.395,2062.475,0.08514
2024.01.02 17:55:00,2062.555,2062.775,2061.755,2062.615,0.08157
2024.01.02 18:00:00,2062.645,2062.815,2062.295,2062.535,0.05151
2024.01.02 18:05:00,2062.445,2062.545,2061.395,2061.705,0.07188
2024.01.02 18:10:00,2061.705,2063.245,2061.645,2062.615,0.05244
2024.01.02 18:15:00,2062.595,2063.835,2062.465,2063.745,0.04284
2024.01.02 18:20:00,2063.745,2064.525,2063.555,2064.115,0.04938
2024.01.02 18:25:00,2064.105,2064.875,2064.105,2064.425,0.06399
2024.01.02 18:30:00,2064.415,2064.425,2064.025,2064.255,0.0285
2024.01.02 18:35:00,2064.185,2064.185,2061.945,2062.315,0.03324
2024.01.02 18:40:00,2062.285,2062.325,2061.405,2061.545,0.03657
2024.01.02 18:45:00,2061.575,2062.365,2060.935,2061.035,0.0452
2024.01.02 18:50:00,2061.045,2061.435,2060.865,2061.175,0.03006
2024.01.02 18:55:00,2061.215,2061.495,2060.495,2061.115,0.0323
2024.01.02 19:00:00,2061.055,2062.065,2060.825,2061.695,0.0426
2024.01.02 19:05:00,2061.635,2061.985,2061.575,2061.895,0.01923
2024.01.02 19:10:00,2061.915,2062.065,2061.575,2061.645,0.01794
2024.01.02 19:15:00,2061.635,2061.735,2061.015,2061.555,0.03243
2024.01.02 19:20:00,2061.465,2061.825,2061.285,2061.365,0.01308
2024.01.02 19:25:00,2061.285,2061.505,2060.375,2061.505,0.10917
2024.01.02 19:30:00,2061.498,2061.918,2061.005,2061.375,0.14257
2024.01.02 19:35:00,2061.375,2061.875,2061.218,2061.515,0.12681
2024.01.02 19:40:00,2061.534,2061.795,2061.445,2061.745,0.06428
2024.01.02 19:45:00,2061.755,2061.775,2060.855,2060.985,0.03022
2024.01.02 19:50:00,2060.975,2061.225,2060.618,2060.885,0.13841
2024.01.02 19:55:00,2060.828,2061.065,2060.385,2060.825,0.13959
2024.01.02 20:00:00,2060.885,2061.135,2060.495,2060.565,0.03484
2024.01.02 20:05:00,2060.575,2061.395,2060.445,2061.225,0.03588
2024.01.02 20:10:00,2061.285,2061.545,2060.755,2060.805,0.01869
2024.01.02 20:15:00,2060.805,2061.375,2060.805,2060.935,0.04452
2024.01.02 20:20:00,2060.925,2061.055,2060.595,2060.625,0.01681
2024.01.02 20:25:00,2060.595,2060.595,2059.395,2059.615,0.02109
2024.01.02 20:30:00,2059.635,2060.155,2058.905,2059.345,0.02877
2024.01.02 20:35:00,2059.335,2059.455,2058.935,2059.095,0.057
2024.01.02 20:40:00,2059.095,2059.345,2058.875,2058.955,0.05676
2024.01.02 20:45:00,2058.995,2059.265,2058.725,2058.845,0.05376
2024.01.02 20:50:00,2058.925,2059.125,2058.625,2058.905,0.07092
2024.01.02 20:55:00,2058.875,2058.875,2057.915,2058.115,0.06552
2024.01.02 21:00:00,2058.225,2058.925,2057.975,2058.735,0.03222
2024.01.02 21:05:00,2058.735,2058.815,2058.245,2058.405,0.0265
2024.01.02 21:10:00,2058.405,2058.855,2058.245,2058.795,0.03204
2024.01.02 21:15:00,2058.835,2059.015,2058.525,2058.575,0.0276
2024.01.02 21:20:00,2058.575,2058.625,2058.275,2058.585,0.02935
2024.01.02 21:25:00,2058.595,2058.855,2058.395,2058.395,0.03108
2024.01.02 21:30:00,2058.315,2058.768,2058.315,2058.568,0.03731
2024.01.02 21:35:00,2058.568,2058.625,2058.325,2058.365,0.04078
2024.01.02 21:40:00,2058.375,2058.635,2058.365,2058.425,0.01763
2024.01.02 21:45:00,2058.388,2058.935,2058.325,2058.925,0.02422
2024.01.02 21:50:00,2058.925,2059.118,2058.815,2058.815,0.0332
2024.01.02 21:55:00,2058.815,2058.825,2058.545,2058.605,0.0409
2024.01.02 23:00:00,2058.018,2059.134,2058.018,2058.758,0.04366
2024.01.02 23:05:00,2058.878,2059.178,2058.584,2058.874,0.05091
2024.01.02 23:10:00,2058.878,2059.045,2058.584,2058.845,0.01251
2024.01.02 23:15:00,2058.805,2058.895,2058.665,2058.785,0.01785
2024.01.02 23:20:00,2058.805,2058.975,2058.558,2058.765,0.01815
2024.01.02 23:25:00,2058.725,2059.395,2058.725,2059.245,0.01356
2024.01.02 23:30:00,2059.145,2059.475,2059.065,2059.105,0.00924
2024.01.02 23:35:00,2059.085,2059.155,2058.715,2059.085,0.01164
2024.01.02 23:40:00,2059.075,2059.425,2058.695,2059.365,0.01452
2024.01.02 23:45:00,2059.285,2059.955,2059.155,2059.535,0.05046
2024.01.02 23:50:00,2059.535,2059.925,2059.015,2059.255,0.04315
2024.01.02 23:55:00,2059.265,2059.515,2059.265,2059.455,0.01128
2024.01.03 00:00:00,2059.475,2059.545,2059.095,2059.265,0.01636
2024.01.03 00:05:00,2059.285,2059.885,2059.094,2059.795,0.02496
2024.01.03 00:10:00,2059.815,2060.935,2059.785,2060.855,0.02832
2024.01.03 00:15:00,2060.765,2060.765,2060.228,2060.328,0.04011
2024.01.03 00:20:00,2060.358,2061.715,2060.228,2061.715,0.04602
2024.01.03 00:25:00,2061.675,2062.045,2061.245,2062.015,0.03567
2024.01.03 00:30:00,2062.005,2062.025,2060.478,2060.494,0.13018
2024.01.03 00:35:00,2060.478,2060.955,2059.955,2060.825,0.08587
2024.01.03 00:40:00,2060.825,2061.025,2059.945,2060.295,0.03708
2024.01.03 00:45:00,2060.235,2060.645,2059.995,2060.645,0.05424
2024.01.03 00:50:00,2060.605,2060.765,2060.015,2060.655,0.04284
2024.01.03 00:55:00,2060.675,2060.755,2060.105,2060.105,0.02748
2024.01.03 01:00:00,2060.115,2061.144,2060.005,2060.495,0.13124
2024.01.03 01:05:00,2060.475,2061.005,2060.475,2060.895,0.02808
2024.01.03 01:10:00,2060.915,2062.135,2060.875,2062.075,0.04524
2024.01.03 01:15:00,2062.055,2062.055,2059.475,2060.555,0.10048
2024.01.03 01:20:00,2060.555,2060.895,2059.975,2060.105,0.07344
2024.01.03 01:25:00,2060.085,2061.175,2060.015,2061.135,0.0816
2024.01.03 01:30:00,2061.115,2061.975,2061.075,2061.545,0.04863
2024.01.03 01:35:00,2061.495,2061.985,2061.045,2061.125,0.05211
2024.01.03 01:40:00,2061.145,2061.355,2060.895,2061.295,0.05608
2024.01.03 01:45:00,2061.285,2061.535,2061.095,2061.405,0.03396
2024.01.03 01:50:00,2061.435,2062.455,2061.425,2062.255,0.04158
2024.01.03 01:55:00,2062.225,2062.455,2062.035,2062.405,0.04032
2024.01.03 02:00:00,2062.395,2062.965,2061.475,2062.885,0.09795
2024.01.03 02:05:00,2062.935,2063.495,2062.765,2063.355,0.0444
2024.01.03 02:10:00,2063.355,2063.985,2063.155,2063.975,0.04536
2024.01.03 02:15:00,2063.975,2064.135,2062.565,2063.195,0.11314
2024.01.03 02:20:00,2063.185,2064.175,2062.755,2063.445,0.0721
2024.01.03 02:25:00,2063.395,2064.308,2063.185,2064.028,0.12063
2024.01.03 02:30:00,2064.028,2064.428,2063.208,2064.408,0.12298
2024.01.03 02:35:00,2064.408,2064.805,2064.085,2064.745,0.09701
2024.01.03 02:40:00,2064.725,2065.085,2064.465,2064.505,0.03451
2024.01.03 02:45:00,2064.495,2065.025,2064.365,2064.745,0.03787
2024.01.03 02:50:00,2064.725,2064.795,2064.095,2064.135,0.02814
2024.01.03 02:55:00,2064.125,2065.065,2063.925,2064.558,0.06115
2024.01.03 03:00:00,2064.558,2065.195,2064.365,2065.175,0.1286
2024.01.03 03:05:00,2065.175,2065.525,2063.865,2063.965,0.10745
2024.01.03 03:10:00,2063.988,2064.145,2063.495,2063.625,0.04379
2024.01.03 03:15:00,2063.655,2063.945,2063.455,2063.705,0.05028
2024.01.03 03:20:00,2063.705,2063.765,2063.265,2063.495,0.06804
2024.01.03 03:25:00,2063.495,2063.735,2063.305,2063.595,0.07488
2024.01.03 03:30:00,2063.595,2063.955,2063.345,2063.895,0.0387
2024.01.03 03:35:00,2063.905,2064.705,2063.655,2064.685,0.0114
2024.01.03 03:40:00,2064.658,2065.145,2064.635,2065.025,0.01128
2024.01.03 03:45:00,2065.015,2065.275,2064.595,2064.754,0.11729
2024.01.03 03:50:00,2064.774,2064.784,2064.455,2064.605,0.1534
2024.01.03 03:55:00,2064.575,2065.215,2064.575,2065.025,0.021
2024.01.03 04:00:00,2064.965,2065.025,2064.478,2064.595,0.05045
2024.01.03 04:05:00,2064.615,2064.885,2064.325,2064.755,0.02769
2024.01.03 04:10:00,2064.785,2064.895,2064.475,2064.715,0.03096
2024.01.03 04:15:00,2064.725,2064.825,2064.595,2064.755,0.02748
2024.01.03 04:20:00,2064.755,2064.975,2064.595,2064.785,0.01896
2024.01.03 04:25:00,2064.785,2065.075,2064.595,2065.075,0.02628
2024.01.03 04:30:00,2065.035,2065.465,2064.885,2065.245,0.02316
2024.01.03 04:35:00,2065.225,2065.485,2064.795,2064.895,0.01128
2024.01.03 04:40:00,2064.915,2064.995,2064.715,2064.945,0.07057
2024.01.03 04:45:00,2064.925,2065.045,2064.795,2064.795,0.0066
2024.01.03 04:50:00,2064.728,2064.835,2064.585,2064.745,0.03119
2024.01.03 04:55:00,2064.725,2064.855,2064.445,2064.775,0.01524
2024.01.03 05:00:00,2064.755,2064.755,2063.785,2064.025,0.09503
2024.01.03 05:05:00,2064.035,2064.635,2063.875,2064.165,0.02052
2024.01.03 05:10:00,2064.155,2064.175,2063.595,2063.745,0.01368
2024.01.03 05:15:00,2063.725,2063.955,2063.675,2063.815,0.0156
2024.01.03 05:20:00,2063.815,2064.085,2063.745,2063.935,0.03228
2024.01.03 05:25:00,2064.045,2064.225,2063.405,2063.455,0.03
2024.01.03 05:30:00,2063.515,2065.215,2063.515,2064.735,0.04404
2024.01.03 05:35:00,2064.685,2065.835,2064.645,2065.218,0.06441
2024.01.03 05:40:00,2065.224,2065.335,2064.675,2064.925,0.08188
2024.01.03 05:45:00,2064.905,2064.915,2064.025,2064.395,0.03
2024.01.03 05:50:00,2064.425,2064.595,2063.955,2064.265,0.03996
2024.01.03 05:55:00,2064.215,2064.555,2063.715,2063.995,0.03732
2024.01.03 06:00:00,2063.965,2064.235,2063.575,2064.105,0.06492
2024.01.03 06:05:00,2064.105,2064.955,2063.905,2064.475,0.05388
2024.01.03 06:10:00,2064.525,2065.325,2064.525,2065.135,0.06216
2024.01.03 06:15:00,2065.135,2065.265,2064.595,2064.725,0.05652
2024.01.03 06:20:00,2064.695,2064.695,2063.365,2063.778,0.04779
2024.01.03 06:25:00,2063.818,2064.655,2063.675,2064.585,0.17092
2024.01.03 06:30:00,2064.605,2064.605,2064.255,2064.485,0.01548
